#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-6077	0.00	hsa-mir-6077	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6078	0.00	hsa-mir-6078	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6079	0.00	hsa-mir-6079	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-608	0.00	hsa-mir-608	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6080	0.00	hsa-mir-6080	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6081	0.00	hsa-mir-6081	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6082	0.00	hsa-mir-6082	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6083	0.00	hsa-mir-6083	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6084	0.00	hsa-mir-6084	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6085	0.00	hsa-mir-6085	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6086	0.00	hsa-mir-6086	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6088	0.00	hsa-mir-6088	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6089	0.00	hsa-mir-6089-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6089	0.00	hsa-mir-6089-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-609	0.00	hsa-mir-609	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6090	0.00	hsa-mir-6090	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	0.00	hsa-mir-610	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-611	0.00	hsa-mir-611	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-612	9.00	hsa-mir-612	9.00	0	0	0	9.00	0	0	0	0	0	1.50	0	0
hsa-miR-6124	0.00	hsa-mir-6124	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6125	0.00	hsa-mir-6125	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6126	0.00	hsa-mir-6126	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6127	0.00	hsa-mir-6127	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6128	0.00	hsa-mir-6128	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6129	1.00	hsa-mir-6129	1.00	0	0	1.00	0	0	0	0	0	0.17	0	0	0
hsa-miR-613	0.00	hsa-mir-613	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6130	1.00	hsa-mir-6130	1.00	0	0	0	1.00	0	0	0	0	0	0.17	0	0
hsa-miR-6131	0.00	hsa-mir-6131	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6132	0.00	hsa-mir-6132	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6133	0.00	hsa-mir-6133	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6134	0.00	hsa-mir-6134	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-614	0.00	hsa-mir-614	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-5p	0.00	hsa-mir-615	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	5991.00	hsa-mir-615	5991.00	341.00	1586.00	1442.00	916.00	1101.00	605.00	131.02	279.65	238.39	153.06	255.87	117.07
hsa-miR-616-5p	247.00	hsa-mir-616	247.00	5.00	45.00	30.00	90.00	29.00	48.00	1.92	7.93	4.96	15.04	6.74	9.29
hsa-miR-616-3p	81.00	hsa-mir-616	81.00	9.00	8.00	30.00	9.00	0	25.00	3.46	1.41	4.96	1.50	0	4.84
hsa-miR-6165	0.00	hsa-mir-6165	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-617	0.00	hsa-mir-617	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618	124.00	hsa-mir-618	124.00	12.00	0	54.00	0	9.00	49.00	4.61	0	8.93	0	2.09	9.48
hsa-miR-619-3p	0.00	hsa-mir-619	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-5p	292.00	hsa-mir-619	292.00	65.00	50.00	74.00	59.00	39.00	5.00	24.97	8.82	12.23	9.86	9.06	0.97
hsa-miR-620	0.00	hsa-mir-620	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-621	0.00	hsa-mir-621	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-622	0.00	hsa-mir-622	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-623	0.00	hsa-mir-623	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	8.00	hsa-mir-624	8.00	0	0	0	8.00	0	0	0	0	0	1.34	0	0
hsa-miR-624-5p	1.00	hsa-mir-624	1.00	0	0	1.00	0	0	0	0	0	0.17	0	0	0
hsa-miR-625-3p	148.00	hsa-mir-625	148.00	8.00	12.00	10.00	35.00	74.00	9.00	3.07	2.12	1.65	5.85	17.20	1.74
hsa-miR-625-5p	49.00	hsa-mir-625	49.00	22.00	0	0	0	22.00	5.00	8.45	0	0	0	5.11	0.97
hsa-miR-626	0.00	hsa-mir-626	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-627-3p	45.00	hsa-mir-627	45.00	0	0	33.00	0	10.00	2.00	0	0	5.46	0	2.32	0.39
hsa-miR-627-5p	5.00	hsa-mir-627	5.00	0	5.00	0	0	0	0	0	0.88	0	0	0	0
hsa-miR-628-5p	981.00	hsa-mir-628	981.00	118.00	244.00	157.00	144.00	164.00	154.00	45.34	43.02	25.96	24.06	38.11	29.80
hsa-miR-628-3p	692.00	hsa-mir-628	692.00	39.00	236.00	146.00	66.00	104.00	101.00	14.98	41.61	24.14	11.03	24.17	19.54
hsa-miR-629-3p	83.00	hsa-mir-629	83.00	0	0	36.00	30.00	2.00	15.00	0	0	5.95	5.01	0.46	2.90
hsa-miR-629-5p	4238.00	hsa-mir-629	4238.00	381.00	564.00	913.00	779.00	681.00	920.00	146.38	99.45	150.94	130.17	158.26	178.02
hsa-miR-630	0.00	hsa-mir-630	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-631	0.00	hsa-mir-631	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-632	0.00	hsa-mir-632	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-633	0.00	hsa-mir-633	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-634	0.00	hsa-mir-634	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-635	0.00	hsa-mir-635	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-636	8.00	hsa-mir-636	8.00	0	0	0	8.00	0	0	0	0	0	1.34	0	0
hsa-miR-637	0.00	hsa-mir-637	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-638	0.00	hsa-mir-638	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-639	0.00	hsa-mir-639	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-640	0.00	hsa-mir-640	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-641	139.00	hsa-mir-641	139.00	31.00	67.00	16.00	6.00	1.00	18.00	11.91	11.81	2.65	1.00	0.23	3.48
hsa-miR-642a-5p	7.00	hsa-mir-642a	7.00	0	7.00	0	0	0	0	0	1.23	0	0	0	0
hsa-miR-642a-3p	161.00	hsa-mir-642a	161.00	34.00	39.00	31.00	25.00	16.00	16.00	13.06	6.88	5.12	4.18	3.72	3.10
hsa-miR-642b-3p	4.00	hsa-mir-642b	4.00	0	4.00	0	0	0	0	0	0.71	0	0	0	0
hsa-miR-642b-5p	0.00	hsa-mir-642b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	5.00	hsa-mir-643	5.00	0	0	0	0	0	5.00	0	0	0	0	0	0.97
hsa-miR-644a	0.00	hsa-mir-644a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-645	0.00	hsa-mir-645	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-646	0.00	hsa-mir-646	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-647	0.00	hsa-mir-647	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-648	0.00	hsa-mir-648	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-649	0.00	hsa-mir-649	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-3p	0.00	hsa-mir-6499	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-5p	0.00	hsa-mir-6499	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-650	0.00	hsa-mir-650	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6500-3p	23.00	hsa-mir-6500	23.00	0	0	12.00	0	0	11.00	0	0	1.98	0	0	2.13
hsa-miR-6500-5p	0.00	hsa-mir-6500	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6501-5p	0.00	hsa-mir-6501	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6501-3p	0.00	hsa-mir-6501	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	14.00	hsa-mir-6502	14.00	0	0	0	0	12.00	2.00	0	0	0	0	2.79	0.39
hsa-miR-6502-3p	0.00	hsa-mir-6502	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6503-5p	0.00	hsa-mir-6503	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6503-3p	11.00	hsa-mir-6503	11.00	0	0	0	11.00	0	0	0	0	0	1.84	0	0
hsa-miR-6504-3p	0.00	hsa-mir-6504	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6504-5p	0.00	hsa-mir-6504	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-5p	72.00	hsa-mir-6505	72.00	0	52.00	20.00	0	0	0	0	9.17	3.31	0	0	0
hsa-miR-6505-3p	1.00	hsa-mir-6505	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.19
hsa-miR-6506-3p	0.00	hsa-mir-6506	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6506-5p	0.00	hsa-mir-6506	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6507-3p	0.00	hsa-mir-6507	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6507-5p	0.00	hsa-mir-6507	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6508-5p	20.00	hsa-mir-6508	20.00	0	0	0	0	20.00	0	0	0	0	0	4.65	0
hsa-miR-6508-3p	1.00	hsa-mir-6508	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.19
hsa-miR-6509-3p	15.00	hsa-mir-6509	15.00	7.00	0	0	0	0	8.00	2.69	0	0	0	0	1.55
hsa-miR-6509-5p	37.00	hsa-mir-6509	37.00	11.00	0	7.00	0	0	19.00	4.23	0	1.16	0	0	3.68
hsa-miR-651-5p	255.00	hsa-mir-651	255.00	29.00	48.00	56.00	9.00	34.00	79.00	11.14	8.46	9.26	1.50	7.90	15.29
hsa-miR-651-3p	0.00	hsa-mir-651	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-5p	0.00	hsa-mir-6510	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-3p	0.00	hsa-mir-6510	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511b-5p	36.00	hsa-mir-6511a-1	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511a-5p	10.00	hsa-mir-6511a-1	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6511a-3p	231.00	hsa-mir-6511a-1	231.00	66.00	36.00	11.00	17.00	97.00	4.00	25.36	6.35	1.82	2.84	22.54	0.77
hsa-miR-6511b-5p	36.00	hsa-mir-6511a-2	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511a-5p	10.00	hsa-mir-6511a-2	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6511a-3p	231.00	hsa-mir-6511a-2	231.00	66.00	36.00	11.00	17.00	97.00	4.00	25.36	6.35	1.82	2.84	22.54	0.77
hsa-miR-6511b-5p	36.00	hsa-mir-6511a-3	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511a-5p	10.00	hsa-mir-6511a-3	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6511a-3p	231.00	hsa-mir-6511a-3	231.00	66.00	36.00	11.00	17.00	97.00	4.00	25.36	6.35	1.82	2.84	22.54	0.77
hsa-miR-6511b-5p	36.00	hsa-mir-6511a-4	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511a-5p	10.00	hsa-mir-6511a-4	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6511a-3p	231.00	hsa-mir-6511a-4	231.00	66.00	36.00	11.00	17.00	97.00	4.00	25.36	6.35	1.82	2.84	22.54	0.77
hsa-miR-6511b-5p	36.00	hsa-mir-6511b-1	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511b-3p	136.00	hsa-mir-6511b-1	136.00	16.00	3.00	0	39.00	28.00	50.00	6.15	0.53	0	6.52	6.51	9.67
hsa-miR-6511a-5p	10.00	hsa-mir-6511b-1	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6511b-5p	36.00	hsa-mir-6511b-2	36.00	5.00	0	0	13.00	18.00	0	1.92	0	0	2.17	4.18	0
hsa-miR-6511b-3p	98.00	hsa-mir-6511b-2	98.00	16.00	3.00	0	25.00	15.00	39.00	6.15	0.53	0	4.18	3.49	7.55
hsa-miR-6511a-5p	10.00	hsa-mir-6511b-2	10.00	0	0	0	10.00	0	0	0	0	0	1.67	0	0
hsa-miR-6512-3p	0.00	hsa-mir-6512	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6512-5p	12.00	hsa-mir-6512	12.00	12.00	0	0	0	0	0	4.61	0	0	0	0	0
hsa-miR-6513-3p	6.00	hsa-mir-6513	6.00	0	0	0	0	0	6.00	0	0	0	0	0	1.16
hsa-miR-6513-5p	90.00	hsa-mir-6513	90.00	13.00	0	43.00	21.00	11.00	2.00	4.99	0	7.11	3.51	2.56	0.39
hsa-miR-6514-5p	93.00	hsa-mir-6514	93.00	0	48.00	35.00	0	0	10.00	0	8.46	5.79	0	0	1.93
hsa-miR-6514-3p	0.00	hsa-mir-6514	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6515-3p	0.00	hsa-mir-6515	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6515-5p	36.00	hsa-mir-6515	36.00	0	20.00	0	16.00	0	0	0	3.53	0	2.67	0	0
hsa-miR-6516-5p	87.00	hsa-mir-6516	87.00	0	3.00	22.00	36.00	5.00	21.00	0	0.53	3.64	6.02	1.16	4.06
hsa-miR-6516-3p	17.00	hsa-mir-6516	17.00	0	0	1.00	8.00	0	8.00	0	0	0.17	1.34	0	1.55
hsa-miR-652-5p	35.00	hsa-mir-652	35.00	0	0	0	8.00	20.00	7.00	0	0	0	1.34	4.65	1.35
hsa-miR-652-3p	15996.00	hsa-mir-652	15996.00	1619.00	2837.00	2844.00	2944.00	2817.00	2935.00	622.04	500.23	470.17	491.92	654.66	567.92
hsa-miR-6529-5p	0.00	hsa-mir-6529	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6529-3p	0.00	hsa-mir-6529	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-653-5p	0.00	hsa-mir-653	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-653-3p	0.00	hsa-mir-653	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-654-3p	3366.00	hsa-mir-654	3366.00	296.00	1247.00	350.00	450.00	572.00	451.00	113.73	219.88	57.86	75.19	132.93	87.27
hsa-miR-654-5p	389.00	hsa-mir-654	389.00	84.00	59.00	26.00	60.00	69.00	91.00	32.27	10.40	4.30	10.03	16.04	17.61
hsa-miR-655-3p	708.00	hsa-mir-655	708.00	34.00	240.00	42.00	132.00	139.00	121.00	13.06	42.32	6.94	22.06	32.30	23.41
hsa-miR-655-5p	57.00	hsa-mir-655	57.00	0	53.00	0	4.00	0	0	0	9.35	0	0.67	0	0
hsa-miR-656-5p	0.00	hsa-mir-656	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-656-3p	382.00	hsa-mir-656	382.00	15.00	113.00	36.00	45.00	54.00	119.00	5.76	19.92	5.95	7.52	12.55	23.03
hsa-miR-657	0.00	hsa-mir-657	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-658	0.00	hsa-mir-658	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-659-5p	6.00	hsa-mir-659	6.00	0	6.00	0	0	0	0	0	1.06	0	0	0	0
hsa-miR-659-3p	9.00	hsa-mir-659	9.00	0	0	0	0	9.00	0	0	0	0	0	2.09	0
hsa-miR-660-3p	12.00	hsa-mir-660	12.00	0	0	12.00	0	0	0	0	0	1.98	0	0	0
hsa-miR-660-5p	2109.00	hsa-mir-660	2109.00	141.00	228.00	303.00	638.00	543.00	256.00	54.17	40.20	50.09	106.60	126.19	49.54
hsa-miR-661	0.00	hsa-mir-661	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-662	0.00	hsa-mir-662	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-663a	29.00	hsa-mir-663a	29.00	15.00	0	12.00	2.00	0	0	5.76	0	1.98	0.33	0	0
hsa-miR-663b	0.00	hsa-mir-663b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	3293.00	hsa-mir-664a	3293.00	243.00	828.00	530.00	531.00	682.00	479.00	93.36	146.00	87.62	88.73	158.49	92.69
hsa-miR-664a-5p	1233.00	hsa-mir-664a	1233.00	91.00	328.00	215.00	196.00	189.00	214.00	34.96	57.83	35.54	32.75	43.92	41.41
hsa-miR-664b-5p	246.00	hsa-mir-664b	246.00	94.00	68.00	0	11.00	73.00	0	36.12	11.99	0	1.84	16.96	0
hsa-miR-664b-3p	79.00	hsa-mir-664b	79.00	1.00	32.00	8.00	7.00	18.00	13.00	0.38	5.64	1.32	1.17	4.18	2.52
hsa-miR-665	4.00	hsa-mir-665	4.00	0	0	0	0	0	4.00	0	0	0	0	0	0.77
hsa-miR-668-5p	0.00	hsa-mir-668	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-668-3p	19.00	hsa-mir-668	19.00	0	0	0	3.00	0	16.00	0	0	0	0.50	0	3.10
hsa-miR-670-3p	0.00	hsa-mir-670	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-5p	0.00	hsa-mir-670	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-5p	4498.00	hsa-mir-671	4498.00	457.00	882.00	1066.00	862.00	562.00	669.00	175.58	155.52	176.23	144.03	130.61	129.45
hsa-miR-671-3p	2189.00	hsa-mir-671	2189.00	249.00	506.00	510.00	319.00	289.00	316.00	95.67	89.22	84.31	53.30	67.16	61.15
hsa-miR-6715a-3p	25.00	hsa-mir-6715a	25.00	0	0	0	25.00	0	0	0	0	0	4.18	0	0
hsa-miR-6715b-3p	0.00	hsa-mir-6715b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6715b-5p	0.00	hsa-mir-6715b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-5p	0.00	hsa-mir-6716	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-3p	79.00	hsa-mir-6716	79.00	0	58.00	17.00	3.00	0	1.00	0	10.23	2.81	0.50	0	0.19
hsa-miR-6717-5p	0.00	hsa-mir-6717	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6718-5p	155.00	hsa-mir-6718	155.00	0	41.00	54.00	0	22.00	38.00	0	7.23	8.93	0	5.11	7.35
hsa-miR-6719-3p	0.00	hsa-mir-6719	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-3p	0.00	hsa-mir-6720	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-5p	0.00	hsa-mir-6720	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6721-5p	0.00	hsa-mir-6721	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6722-5p	0.00	hsa-mir-6722	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6722-3p	0.00	hsa-mir-6722	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	162.00	hsa-mir-6724-1	162.00	5.00	32.00	66.00	19.00	9.00	31.00	1.92	5.64	10.91	3.17	2.09	6.00
hsa-miR-6724-5p	162.00	hsa-mir-6724-2	162.00	5.00	32.00	66.00	19.00	9.00	31.00	1.92	5.64	10.91	3.17	2.09	6.00
hsa-miR-6724-5p	162.00	hsa-mir-6724-3	162.00	5.00	32.00	66.00	19.00	9.00	31.00	1.92	5.64	10.91	3.17	2.09	6.00
hsa-miR-6724-5p	162.00	hsa-mir-6724-4	162.00	5.00	32.00	66.00	19.00	9.00	31.00	1.92	5.64	10.91	3.17	2.09	6.00
hsa-miR-6726-5p	0.00	hsa-mir-6726	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6726-3p	0.00	hsa-mir-6726	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-3p	0.00	hsa-mir-6727	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-5p	10.00	hsa-mir-6727	10.00	0	0	10.00	0	0	0	0	0	1.65	0	0	0
hsa-miR-6728-3p	0.00	hsa-mir-6728	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6728-5p	0.00	hsa-mir-6728	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-5p	1.00	hsa-mir-6729	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.19
hsa-miR-6729-3p	0.00	hsa-mir-6729	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-3p	0.00	hsa-mir-6730	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-5p	0.00	hsa-mir-6730	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6731-5p	0.00	hsa-mir-6731	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6731-3p	0.00	hsa-mir-6731	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-5p	0.00	hsa-mir-6732	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	0.00	hsa-mir-6732	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6733-3p	0.00	hsa-mir-6733	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6733-5p	4.00	hsa-mir-6733	4.00	4.00	0	0	0	0	0	1.54	0	0	0	0	0
hsa-miR-6734-3p	0.00	hsa-mir-6734	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6734-5p	43.00	hsa-mir-6734	43.00	12.00	0	19.00	0	0	12.00	4.61	0	3.14	0	0	2.32
hsa-miR-6735-5p	31.00	hsa-mir-6735	31.00	0	2.00	0	0	29.00	0	0	0.35	0	0	6.74	0
hsa-miR-6735-3p	22.00	hsa-mir-6735	22.00	0	10.00	0	0	12.00	0	0	1.76	0	0	2.79	0
hsa-miR-6736-5p	0.00	hsa-mir-6736	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-3p	0.00	hsa-mir-6736	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6737-5p	0.00	hsa-mir-6737	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6737-3p	0.00	hsa-mir-6737	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-5p	0.00	hsa-mir-6738	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-3p	0.00	hsa-mir-6738	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-3p	0.00	hsa-mir-6739	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-5p	0.00	hsa-mir-6739	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6740-5p	39.00	hsa-mir-6740	39.00	0	39.00	0	0	0	0	0	6.88	0	0	0	0
hsa-miR-6740-3p	0.00	hsa-mir-6740	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-5p	0.00	hsa-mir-6741	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-3p	0.00	hsa-mir-6741	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-5p	0.00	hsa-mir-6742	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-3p	0.00	hsa-mir-6742	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6743-3p	4.00	hsa-mir-6743	4.00	0	0	4.00	0	0	0	0	0	0.66	0	0	0
hsa-miR-6743-5p	0.00	hsa-mir-6743	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6744-5p	0.00	hsa-mir-6744	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6744-3p	0.00	hsa-mir-6744	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6745	0.00	hsa-mir-6745	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6746-5p	24.00	hsa-mir-6746	24.00	0	0	24.00	0	0	0	0	0	3.97	0	0	0
hsa-miR-6746-3p	0.00	hsa-mir-6746	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6747-3p	18.00	hsa-mir-6747	18.00	0	15.00	0	0	0	3.00	0	2.64	0	0	0	0.58
hsa-miR-6747-5p	0.00	hsa-mir-6747	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-3p	0.00	hsa-mir-6748	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-5p	0.00	hsa-mir-6748	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-5p	0.00	hsa-mir-6749	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-3p	0.00	hsa-mir-6749	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-3p	1317.00	hsa-mir-675	1317.00	89.00	217.00	102.00	359.00	275.00	275.00	34.19	38.26	16.86	59.99	63.91	53.21
hsa-miR-675-5p	14423.00	hsa-mir-675	14423.00	966.00	2144.00	1646.00	4204.00	3030.00	2433.00	371.15	378.04	272.12	702.46	704.16	470.79
